LAPSYD	PHOIBLE_REF	PHOIBLE_KEY
Firchow, Irwin B. 1987. Form and function of Rotokas words. Language and Linguistics in Melanesia 15: 5-111. Available from http://www.langlxmelanesia.com/LMM%20vol%2015%20no%201-2%20form%20and%20function%20of%20rotokas%20words.pdf (Published version of 1970 Master's thesis, University of California, Davis)		
Firchow, Irwin B., Jacqueline Firchow, & David Akoitai (compilers). 1973. Vocabulary of Rotokas--Pidgin--English. Summer Institute of Linguistics, Ukarumpa.		
Firchow, Irwin and Jacqueline Firchow. 1969. An abbreviated phoneme inventory. Anthropological Linguistics 11: 271-6.	Firchow, I.; Firchow, J.. 1969. {An Abbreviated Phoneme Inventory}. 11. 271--276	Firchow1969
Firchow, Jacqueline (checked by). 1992. Organised Phonology Data: Rotokas Language [ROO]. SIL Papua New Guinea, Ukarumpa.		
Fleming, H.C. 1976. Kefa (Gonga) Languages. In M.L. Bender (ed.), The Non-Semitic Languages of Ethiopia. African Studies Center, Michigan State University, East Lansing: 351-76.		
Fleming, Ilah and Ronald K. Dennis. 1977. Tol (Jicaque) phonology. International Journal of American Linguistics. 43: 121-7.	Fleming, Ilah; Dennis, Ronald K.. 1977. {Tol (Jicaque) Phonology}. 43. 121--127	FlemingDennis1977
Flores, Elexander. 2002. Morfosintaxis del Japreria. Master's thesis, Universidad de Zulia, Maracaibo. Available at http://tesis.luz.edu.ve/tde_busca/arquivo.php?codArquivo=798		
Foley, William A. 1991. The Yimas Language of New Guinea. Stanford University Press, Stanford.		
Ford K. & D. Ober. 1991. A sketch of Kalaw Kawaw Ya. In S. Romaine (ed.), Language in Australia. Cambridge University Press, Cambridge: 118-142.. (not seen)		
Ford, Lysbeth Julie. 1988. A Description of the Emmi language of the Northern Territory of Australia. Ph D. dissertation. Australian National University, Canberra. Avaialble at https://openresearch-repository.anu.edu.au/handle/1885/10796. (Published 2013 by Lincom Europa, München, in series 'Outstanding Grammars from Australia')	Ford, Lysbeth J.. 1998. A Description of the Emmi language of the Northern Territory of Australia. Canberra. Australian Natl. Univ.. Australian National University. 477	42990
Foreman, Velma M. 1974. Grammar of Yessan-Mayo. Language Data, Asian-Pacific Series, 4. Summer Institute of Linguistics, Santa Ana CA.		
Foreman, Velma and Helen Marten. 1973. Yessan-Mayo phonemes. In Phonologies of Three Papua New Guinea Languages (Workpapers in Papua New Guinea Languages 2).Summer Institute of Linguistics, Ukarumpa.		
Foreman, Velma, Helen Marten and Seija Meinander. 2004. Organised Phonology Data: Yessan-Mayo Language [YSS] (New name: Yamano). SIL Papua New Guinea, Ukarumpa.		
Fortescue, Michael. 1984. West Greenlandic. Croom Helm (now Routledge), London. (not seen)		
Foster, Mary L. 1969. The Tarascan Language. University of California Press, Berkeley and Los Angeles.	Foster, Mary Lecron. 1969. {The Tarascan Language}. Berkeley. University of California Press. 56	Foster1969
Fougeron, C. and C. L. Smith. 1999. French. Handbook of the IPA. Cambridge University Press, Cambridge.	Fougeron, C{\'e}cile; Smith, Caroline L.. 1993. Illustrations of the IPA: French. Cambridge University Press. 23. 73--76	fra_fougeron1993
Frachtenberg, Leo J. Coos. In Franz Boas (ed.). 0000 Handbook of American Indian Languages, Part 2. U.S. Government Printing Office, Washington, DC: 297–430. Available on-line at https://ia601605.us.archive.org/2/items/HandbookOfAmericanIndianLanguages-Part2/22-handbook-amerindlanguages-2.pdf		
Frajzyngier, Zygmunt. 2001. A Grammar of Lele. Center for the Study of Language and Information, Stanford University, Stanford CA.	Frajzyngier, Zygmunt. 2001. A grammar of Lele. CSLI	1275_lele_frajzyngier
Frank, Paul. 1990. Ika Syntax. Studies in the Language of Colombia 1. Summer Institute of Linguistics and University of Texas at Arlington.		
Franklin, Joice. 1965. Kewa II: Higher level phonology. Anthropological Linguistics 7/5: 84-88. [On Eastern Kewa]		
Franklin, Karl J. 1971. A grammar of Kewa, New Guinea. Pacific Linguistics C, 16. Canberra: Australian National University.		
Franklin, Karl J. 2010. The word in Kewa. http://www.sil. Paper presented at the August, 2000 workshop on the “word,” Research Centre for Linguistic Typology, La Trobe University, Melbourne. Available at org/pacific/png/pubs/928474549153/Kewa_The_Word.pdf		
Franklin, Karl and Joice Franklin. 1962. Kewa I: phonological asymmetry. Anthropological Linguistics 4/7: 29-37. [On Eastern Kewa]	Franklin, Karl; Franklin, Joice. 1962. {Kewa 1: Phonological Asymmetry}. 4. 29--37	FranklinFranklin1962
Frantz, C.I. and Frantz, M.E. 1966. Gadsup phoneme and toneme units. Pacific Linguistics, Series A, 7: 1-11. (has frequency data)	Frantz, Chester I.; Frantz, Marjori E.. 1966. {Gadsup Phoneme and Toneme Units}. Papers in New Guinea Linguistics 5. Canberra. Australian National University. 7. 1--11	FrantzFrantz1966
Frazier, Meissa. 2009. Tonal dialects and consonant-pitch interaction in Yucatec Maya. In H. Avelino, J. Coon & E. Norcliffe (eds), New Perspectives in Mayan Linguistics. 59-82. MIT Working Papers in Linguistics 59.		
Freeland, L.S. 1951. Language of the Sierra Miwok. Indiana University Publications in Anthropology and Linguistics, supplement to International Journal of American Linguistics 17/1.	Freeland, L. S.. 1951. {Language of the Sierra Miwok}. Indiana University. 6	Freeland1951
Freiberger, Nancy. 1964. A phonemic description of Nong (Nung). Te Reo 7: 15-22.		
Frequency data based on lexicon in Kotapish & Kotapish (1975)		
"Frequency data from ""Syllables"" project analyzing lexicon in Wistrand-Robinson & Armagost (1990)."		
Frequency data from count by John Higgins (University of Bristol) of lexical items in the Advanced Learner's Dictionary (1973 electronic edition-text 710 in the Oxford Text Archive).		
Friedrich, Paul. 1971. Dialectal variation in Tarascan phonology. International Journal of American Linguistics. 37: 164–187.		
Friedrich, Paul. 1975. A phonology of Tarascan. Chicago: University of Chicago, Department of Anthropology.	Friedrich, P.. 1975. {A Phonology of Tarascan}. Chicago. Department of Anthropology, University of Chicago. 4	Friedrich1975
Friedrich, Paul. 1984. Tarascan: From meaning to sound. In Munro Edmonson. Supplement to the Handbook of Middle American Indians. 2. Austin: University of Texas Press.		
Furby, C.E. 1974. Garawa Phonology. Pacific Linguistics, Series A, No. 37:1-11. Australian National University, Canberra.	Furby, Christine E.. 1974. {Garawa Phonology}. Papers in Australian Linguistics 7. Canberra. Australian National University. 37. 1--11	Furby1974
GILLBT (Ghana Institute of Linguistics, Literacy & Bible Translation). 2018. Tampulma Dictionary. Online resource at https://tampulma.webonary.org/overview/		
Gabjanda, James Dahab. 1976. The Axiomatic Functionalist Analysis of the Phonology of Yulu. Ph. D. dissertation, University of St. Andrews. Available at http://research-repository.st-andrews.ac.uk/handle/10023/2642		
Gaby, Alice Rose. 2006. A Grammar of Kuuk Thaayorre. Ph. D. dissertation, University of Melbourne.	Gaby, Alice Rose. 2006. A Grammar of Kuuk Thaayorre. Melbourne. UMER. University of Melbourne. xx+649	107761
Gadzhieva, N. Z. 1966. Azerbajdzhansij Jazyk. In V.V. Vinogradov (ed.), Jazyki Narodov SSSR: Vol 2. Tjurkskie Jazyki. Nauka, Moscow and Leningrad: 68-93.		
Gair, James W. 2003. Sinhala. In George C. Cardona & Dhanesh Jain, eds, The Indo-Aryan Languages. Routledge, London: 766-817.		
Gair, James W. and John C. Paolillo. 1997. Sinhala. Lincom Europa, München and Newcastle.		
Gajendragadkar, S.N. 1970. East Indian Fisher Folk. (Dialects in the Bombay Area I) University of Bombay.	Gajendragadkar, S. N.. 1970. {East Indian Fisher Folk}. Bombay. University of Bombay. 1	Gajendragadkar1970
Gamzatov, Magomed-Rasul Elovic. 1975. Fonetika gunzibskogo jazyka [Phonetics of the Hunzib Language]. Inst. Iazykoznaniia, Moscow. (not seen)		
Gancedo, Omar Antonio. 1972. Fonología segmental de un dialecto guayaquí. Relaciones de la Sociedad Argentina de Antropología 6: 193-201.		
Garay, Ana Fernández. 1994. Testimonios de los últimos Tehuelches. Instituto de Lingüística, Facultad de Filosofía y Letras, Universidad de Buenos Aires, Buenos Aires.		
Garay, Ana Fernández. 1998. El Tehuelche, una Lengua en vías de Extincîon. Estudios Filológicas, Valdivia, Chile. (Has frequency data based on text)		
Garcia Rivera, Fernando. 2007. Fonología del Ashaninka del Río Pichis. In Fonologías Volumen 1 (Serie Descriptiones Lingüísticas). Formabiap, Iquitos: 35-57.		
Garvin, Paul L. 1948. Kutenai I: phonemics. International Journal of American Linguistics 14:37-38.		
Garvin, Paul L. 1950. Wichita 1: Phonemics. International Journal of American Linguistics 16: 179-184.	Garvin, Paul L.. 1950. {Wichita I: Phonemics}. 16. 179--184	Garvin1950
Gasaway, Eileen. 1980. Review of: Woiskia II: Phonemics, by W. A. L. Stokhof. Kivung 12: 212-15. Available at http://www.langlxmelanesia.com/kivung%20vol%2012%20no%202%20review--woisika%20II-phonemics%20(1).pdf		
Gawthorne, Linda A. and Grace E. Hensarling. 1984. Fonología del cogui. In Sistemas fonológicos de idiomas colombianos 5: 5-56. Lomalinda: Editorial Townsend.	Gawthorne, Linda; Hensarling, Grace. 1984. Fonolog{\'\i}a del cogui. Lomalinda. Editorial Townsend. 5. 5--56	1896_Gawthorneetal1984
Geary, Elaine. 1977. Kunimaipa grammar: Morphophonemics to discourse. Workpapers in Papua New Guinea Languages 23. Summer Institute of Linguistics, Ukarumpa. (Available at Summer Institute of Linguistics, Ukarumpaabstract.asp?id=928474523581)		
Geary, Elaine. 1992. Organised Phonology Data: Kunimaipa Language [KUP]. Summer Institute of Linguistics, Ukarumpa. (Available at http://www.sil.org/pacific/png/abstract.asp?id=928474542355		
Genko, A. N. 2005. Tabasaransko-russkij slovarj. Akademia, Moscow.		
Georgianna Noel, An Examination of the Tone System of Fur and its Function in Grammar. M.A. Thesis, University of Texas at Arlington, 2008. Available at http://dspace.uta.edu/bitstream/handle/10106/1064/umi-uta-2172.pdf?sequence=1		
Geraghty, Paul A. 1983. The history of the Fijian languages. (Oceanic Linguistics Special Publication 19). University of Hawaii Press, Honolulu).		
"Gerdel, Florence L. 1974. ""Tzeltal (Mayan) phonemes."" SIL Mexico Workpapers 1: 101-6. (Bachajón dialect)."		
"Gerdel, Florence. 1973. Fonemas del Paez. Sistemas fonológicas de idiomas colombianos, 7-37. SIL, Lomalinda, Colombia. Translated as ""Paez phonemes"" Linguistics 104: 28-38."		
Gerdel, Florence. 1985. Paéz: pitch and stress in the phonological word and phrase. In From Phonology to Discourse, ed. Ruth M Brend, Summer Institute of Linguistics, Dallas: 31-42.		
Gerdel, Florence. 1990. Fonología del Paez (revisada). Instituto del Verano. Available at http://www-01.sil.org/americas/colombia/pubs/50076.pdf		
Gerzenstein, Ana. 1989. Diccionario Etnolinguistico Maka-Espanol. Instituto de Lingüística, Faculdad de Filosofia y Letras, Universidad de Buenos Aires. (not seen)		
Gerzenstein, Ana. 1994. Lengua Maká: Estudio Descriptivo. Instituto de Lingüística, Faculdad de Filosofia y Letras, Universidad de Buenos Aires.	Gerzenstein, Ana. 1994. Lengua Maka. Estudio Descriptivo. Buenos Aires. Instituto de Lingu{\'\i}stica. 41--61	1982_Gerzenstein1994
Ghosh, Arun K. 2008. Santali. In: Gregory D.S. Anderson (ed.), The Munda Languages. London, Routledge: 11-98.		
Gibson, Michael L. 1996 [2008]. El Munichi: Un idioma que se extingue. Serie Lingüística Peruana, 42. Instituto Lingüístico de Verano, Pucallpa. Available at https://www.sil.org/system/files/reapdata/14/53/60/145360849833376203662006346175168015148/slp42.pdf		
Gimson, A. C. 1970. An Introduction to the Pronunciation of English. St. Martin’s Press, New York.		
Girdenis, Aleksas. 1997. Phonology. In Vytautas Ambarzas, ed, Lithuanian Grammar. Baltos Lankos, Vilnius.		
Girdenis, Aleksas. 2009. Vadinamuju sutaptiniu dvibalsiu [ie, uo] garsine it fonologine sudetis. Baltistica 44: 213-242.		
Giron Higuita, Jesus-Mario and W. Leo Wetzels. 2007. Tone in Wãnsöhöt (Puinave). In W. L. Wetzels, ed, Language Endangerment and Endangered Languages (Indigenous Languages of Latin America 5). CNWS Publications, Leiden.		
Giron, Jesús Mario. 2008. Una Gramática del Wãnsöjöt (Puinave). Vrije Universiteit Amsterdam.	"Gir{\'o}n, Jes{\'u}s. 2007. Una Gram{\'a}tica Del Wá̃ns{\""o}j{\""o}t (Puinave). University of Amsterdam"	1935_Giron2007
Giron, Jesús-Mario. 2004-5. Contrastes de oclusivas y nasalidad en Wãnsöhöt (Puinave). Amerindia 29-30: 81-96.		
Glasgow, David & Kathleen Glasgow. 1967. The phonemes of Burera. Papers in Australian Linguistics 1 (Pacific Linguistics, Series A, 10): 1-14.	Glasgow, D.; Glasgow, K.. 1967. {The Phonemes of Burera}. Papers in Australian Linguistics 1. Canberra. Australian National University. 10. 1--14	GlasgowGlasgow1967
Glasgow, Kathleen & David Glasgow. 2011. Burarra-English Interactive Dictionary. Australian Society for Indigenous Languages. http://ausil.org/Dictionary/Burarra/lexicon/mainintro.htm		
Glasgow, Kathleen. 1981b. Burarra orthography. In Bruce Waters (ed), Australian Phonologies: Collected Papers (Work papers of SIL-AAB, Series A, volume 5). Darwin : 91-101.		
Glasgow, Kathleen. 1981a. Burarra phonemes. In Bruce Waters (ed), Australian Phonologies: Collected Papers (Work papers of SIL-AAB, Series A, volume 5). Darwin : 63-89.		
Glass, Amee and Hackett, Dorothy. 1970. Pitjantjara Grammar: A Tagmemic View of the Ngaanyatjara (Warburton Ranges) Dialect. Australian Institute of Aboriginal Studies, Canberra,	Glass, Amee; Hackett, Dorothy. 1970. Pitjantjatjara Grammar: A Tagmemic View of the Ngaanyatjara (Warburton Ranges) Dialect. Canberra. Australian Institute of Aboriginal Studies. 34. 118	132710
Golla, V.K. 1970. Hupa Grammar. Ph.D. Dissertation. University of California, Berkeley.	Golla, Victor Karl. 1970. {Hupa Grammar}. University of California at Berkeley	Golla1970
González Rátiva, María Claudia & Hortensia Estrada Ramírez. 2008. Aproximación fonético-espectrográfica de algunos aspectos de la fonología Sáliba. Lingüística y literatura 54: 15-53.		
Gordon, Lynn. 1986. Maricopa Morphology and Syntax (University of California Publications in Linguistics 108). University of California Press, Berkeley and Los Angeles.		
Gordon, Matthew & Latifa Nafi. 2012. Acoustic correlates of stress and pitch accent in Tashlhiyt Berber. Journal of Phonetics 40(5): 706-724.		
Gordon, Matthew. 2001. Laryngeal timing and correspondence in Hupa. UCLA Working Papers in Linguistics 7: 1-70.		
Gordon, Matthew. The phonetic structures of Hupa. 1996. UCLA Working Papers in Phonetics 93: 164-187.		
Goslin, Jeremy, Claudia Galuzzi & Christina Romaani. 2012. PhonItalia. Available at http://www.psy.plymouth.ac.uk/research/jgoslin/phonitalia/ (detailed frequency data		
Goswami, G. C. & Jyotiprakash Tamuli. 2003. Asamiya. In George C. Cardona & Dhanesh Jain, eds, The Indo-Aryan Languages. Routledge, London: 391-443.		
Goswami, Golok Chandra. 1966. An Introduction to Assamese Phonology. Deccan College, Poona.		
Gouskova, Maria. 2007. The reduplicative template in Tonkawa. Phonology 24: 367-393.		
Gowda, K.S.G. 1972. Ao-Naga Phonetic Reader. Central Institute of Indian Languages, Mysore.		
Gowda, K.S.G. 1975. Ao Grammar. Central Institute of Indian Languages, Mysore.		
Gralow, Frances L. 1976. Fonología del chamí. In Sistemas fonológicos de idiomas colombianos 3 , 29-42. Ministerio de Gobierno and Instituto Lingüístico de Verano, Bogotá.		
Grammatical Sketch of Wik-Mungkan. In Kilham (1986). Available at http://ausil.org/Dictionary/wik%20mun%20dict%20gram%20sketch%20bib.pdf		
Granberry, Julian. 1993. A Grammar and Dictionary of the Timucua Language, Third Edition. University of Alabama Press, Tuscaloosa. (based primarily on Pareja's work).		
Green, Christopher Ryan. 2010. Prosodic phonology in Bamana (Bambara): Syllable complexity, metrical structure and tone. Ph D. dissertation, Indiana University, Bloomington IN. Available at http://roa.rutgers.edu/files/1115-1110/1115-GREEN-0-0.PDF	Green, Christopher Ryan. 2010. Prosodic phonology in {Bamana (Bambara)}: Syllable complexity, metrical structure, and tone. Indiana University	1496_bam_green2010
